transaction_id,order_date,customer_id,product_id,channel_id,quantity,unit_price_eur,discount_pct,total_amount_eur,payment_method,status,shipping_cost_eur,year,month,is_return
T0010263,2024-09-15 17:55:00,C01613,P00094,CH03,2,19.28,20,30.85,apple_pay,completed,6.99,2024,9,False
T0010264,2024-09-27 20:57:00,C00070,P00132,CH01,2,184.12,20,294.59,paypal,completed,0.0,2024,9,False
T0010265,2024-07-07 06:06:00,C00717,P00009,CH04,1,193.38,20,154.7,credit_card,completed,3.99,2024,7,False
T0010266,2025-05-01 09:28:00,C00577,P00066,CH03,3,488.17,0,1464.51,paypal,completed,6.99,2025,5,False
T0010267,2024-09-06 11:43:00,C00944,P00123,CH01,1,253.66,0,253.66,paypal,completed,3.99,2024,9,False
T0010268,2025-02-05 20:00:00,C00851,P00087,CH02,3,373.8,10,1009.26,credit_card,completed,0.0,2025,2,False
T0010269,2024-07-13 20:00:00,C01663,P00074,CH04,3,182.05,15,464.23,klarna,completed,4.99,2024,7,False
T0010270,2025-06-13 17:56:00,C01606,P00065,CH02,1,397.46,5,377.59,bank_transfer,completed,4.99,2025,6,False
T0010271,2025-01-20 16:52:00,C00040,P00017,CH01,2,183.79,0,367.58,paypal,returned,4.99,2025,1,True
T0010272,2024-10-17 12:42:00,C00911,P00122,CH02,2,311.1,0,622.2,credit_card,completed,0.0,2024,10,False
T0010273,2024-07-11 20:06:00,C01154,P00090,CH02,2,175.36,0,350.72,credit_card,completed,6.99,2024,7,False
T0010274,2024-07-04 09:02:00,C00178,P00041,CH01,1,402.8,0,402.8,credit_card,completed,3.99,2024,7,False
T0010275,2025-06-10 15:49:00,C01973,P00012,CH03,2,355.85,0,711.7,paypal,returned,4.99,2025,6,True
T0010276,2025-01-28 12:13:00,C01677,P00106,CH03,1,143.79,0,143.79,klarna,completed,3.99,2025,1,False
T0010278,2025-05-23 08:16:00,C00226,P00038,CH03,1,258.62,0,258.62,credit_card,completed,0.0,2025,5,False
T0010280,2025-03-07 14:45:00,C00051,P00045,CH03,2,55.74,0,111.48,paypal,completed,4.99,2025,3,False
T0010281,2025-03-06 19:27:00,C01409,P00058,CH02,1,136.28,0,136.28,paypal,completed,4.99,2025,3,False
T0010282,2025-05-07 09:39:00,C00636,P00128,CH01,1,255.43,0,255.43,credit_card,completed,3.99,2025,5,False
T0010283,2024-07-01 16:00:00,C01114,P00027,CH03,1,101.05,0,101.05,klarna,completed,3.99,2024,7,False
T0010284,2025-03-10 22:45:00,C00340,P00122,CH02,1,311.1,0,311.1,credit_card,completed,4.99,2025,3,False
T0010285,2024-08-08 15:50:00,C01570,P00123,CH01,2,253.66,20,405.86,credit_card,completed,3.99,2024,8,False
T0010286,2025-01-01 11:45:00,C01665,P00105,CH01,1,346.01,0,346.01,credit_card,completed,3.99,2025,1,False
T0010287,2025-01-14 22:28:00,C00224,P00055,CH02,1,357.21,20,285.77,klarna,completed,3.99,2025,1,False
T0010288,2025-04-05 15:16:00,C01777,P00098,CH02,1,171.04,0,171.04,bank_transfer,completed,3.99,2025,4,False
T0010289,2025-01-11 19:15:00,C01759,P00058,CH03,2,136.28,10,245.3,apple_pay,completed,4.99,2025,1,False
T0010290,2025-03-18 11:19:00,C00798,P00087,CH04,2,373.8,5,710.22,paypal,completed,6.99,2025,3,False
T0010291,2024-11-02 22:13:00,C01602,P00019,CH01,1,178.81,0,178.81,credit_card,completed,4.99,2024,11,False
T0010292,2025-04-11 08:27:00,C00662,P00135,CH02,1,90.61,0,90.61,paypal,completed,4.99,2025,4,False
T0010294,2024-10-04 09:55:00,C01694,P00134,CH04,3,391.65,0,1174.95,klarna,completed,6.99,2024,10,False
T0010295,2024-08-27 18:00:00,C00049,P00053,CH03,1,129.31,10,116.38,apple_pay,returned,6.99,2024,8,True
T0010296,2024-07-20 22:51:00,C01429,P00016,CH02,1,362.34,20,289.87,klarna,completed,0.0,2024,7,False
T0010297,2025-03-25 15:59:00,C01269,P00036,CH01,3,481.56,20,1155.74,bank_transfer,completed,0.0,2025,3,False
T0010298,2024-09-21 19:49:00,C01020,P00095,CH03,1,427.39,15,363.28,credit_card,completed,6.99,2024,9,False
T0010299,2025-04-03 15:22:00,C01768,P00067,CH01,1,243.21,10,218.89,credit_card,completed,4.99,2025,4,False
T0010300,2024-10-15 19:57:00,C01350,P00038,CH02,1,258.62,0,258.62,apple_pay,returned,6.99,2024,10,True
T0010301,2024-09-13 14:46:00,C01831,P00118,CH02,2,336.16,0,672.32,credit_card,completed,3.99,2024,9,False
T0010302,2025-02-18 08:38:00,C01179,P00001,CH04,1,375.19,5,356.43,paypal,completed,3.99,2025,2,False
T0010303,2024-07-02 15:43:00,C00501,P00098,CH03,1,171.04,0,171.04,credit_card,completed,0.0,2024,7,False
T0010304,2025-06-09 06:12:00,C01814,P00025,CH01,2,46.62,20,74.59,klarna,completed,6.99,2025,6,False
T0010305,2025-03-12 12:47:00,C01874,P00095,CH04,2,427.39,0,854.78,klarna,completed,3.99,2025,3,False
T0010307,2025-04-29 11:07:00,C01536,P00088,CH02,2,215.19,0,430.38,credit_card,completed,6.99,2025,4,False
T0010308,2024-09-25 06:21:00,C01219,P00120,CH03,1,127.08,15,108.02,apple_pay,completed,6.99,2024,9,False
T0010309,2025-06-24 13:15:00,C01302,P00141,CH04,1,65.67,0,65.67,credit_card,completed,4.99,2025,6,False
T0010311,2025-02-28 08:35:00,C01306,P00090,CH02,3,175.36,15,447.17,klarna,completed,3.99,2025,2,False
T0010312,2025-03-25 19:48:00,C01868,P00031,CH02,1,277.94,20,222.35,klarna,returned,4.99,2025,3,True
T0010313,2025-06-15 10:57:00,C01374,P00097,CH02,2,414.51,0,829.02,klarna,completed,6.99,2025,6,False
T0010314,2024-11-19 22:31:00,C01301,P00035,CH02,3,133.75,10,361.12,klarna,cancelled,3.99,2024,11,False
T0010315,2024-10-03 14:26:00,C00320,P00008,CH04,1,83.27,10,74.94,credit_card,completed,6.99,2024,10,False
T0010316,2025-05-30 18:36:00,C01105,P00143,CH02,1,110.2,0,110.2,klarna,completed,3.99,2025,5,False
T0010317,2024-09-16 14:11:00,C00470,P00143,CH04,1,110.2,10,99.18,bank_transfer,completed,6.99,2024,9,False
T0010318,2025-02-17 09:04:00,C01325,P00016,CH02,2,362.34,15,615.98,bank_transfer,completed,4.99,2025,2,False
T0010319,2025-02-04 06:19:00,C00809,P00041,CH02,1,402.8,0,402.8,credit_card,completed,6.99,2025,2,False
T0010320,2025-04-19 20:33:00,C00107,P00003,CH01,1,464.99,5,441.74,credit_card,completed,6.99,2025,4,False
T0010321,2024-10-03 22:09:00,C00638,P00030,CH03,2,236.95,5,450.2,klarna,completed,0.0,2024,10,False
T0010322,2025-02-18 08:28:00,C01590,P00144,CH03,2,316.75,20,506.8,credit_card,completed,4.99,2025,2,False
T0010323,2025-05-19 08:14:00,C01870,P00088,CH03,3,215.19,10,581.01,klarna,completed,0.0,2025,5,False
T0010324,2025-03-29 06:01:00,C01474,P00096,CH01,1,108.12,5,102.71,paypal,completed,4.99,2025,3,False
T0010325,2024-09-05 06:13:00,C01069,P00010,CH02,1,453.33,0,453.33,credit_card,completed,0.0,2024,9,False
T0010326,2024-12-27 08:22:00,C01534,P00114,CH02,1,65.45,10,58.9,credit_card,completed,6.99,2024,12,False
T0010328,2025-02-24 11:34:00,C01041,P00051,CH01,2,394.52,15,670.68,bank_transfer,completed,6.99,2025,2,False
T0010329,2025-01-12 08:06:00,C01172,P00023,CH01,2,421.11,20,673.78,credit_card,completed,3.99,2025,1,False
T0010330,2024-08-04 15:05:00,C00963,P00003,CH03,2,464.99,15,790.48,bank_transfer,completed,0.0,2024,8,False
T0010331,2024-10-20 09:53:00,C01225,P00119,CH02,1,450.47,0,450.47,credit_card,completed,6.99,2024,10,False
T0010332,2025-04-29 12:59:00,C01821,P00024,CH01,1,238.26,0,238.26,credit_card,returned,0.0,2025,4,True
T0010333,2025-02-08 07:50:00,C00076,P00105,CH04,1,346.01,5,328.71,credit_card,returned,0.0,2025,2,True
T0010334,2025-02-08 20:31:00,C01884,P00112,CH01,1,103.03,0,103.03,apple_pay,completed,0.0,2025,2,False
T0010336,2024-07-12 06:08:00,C01490,P00120,CH01,2,127.08,0,254.16,credit_card,completed,3.99,2024,7,False
T0010337,2025-06-22 17:08:00,C01911,P00143,CH03,1,110.2,0,110.2,bank_transfer,completed,4.99,2025,6,False
T0010339,2024-09-02 21:35:00,C01779,P00094,CH01,1,19.28,0,19.28,klarna,completed,4.99,2024,9,False
T0010340,2025-01-19 17:41:00,C01783,P00129,CH03,2,400.17,10,720.31,credit_card,completed,0.0,2025,1,False
T0010341,2025-03-02 07:42:00,C00663,P00004,CH01,2,63.89,5,121.39,bank_transfer,completed,4.99,2025,3,False
T0010342,2024-08-04 06:49:00,C00450,P00006,CH02,2,146.07,20,233.71,bank_transfer,completed,3.99,2024,8,False
T0010343,2025-04-15 19:12:00,C01101,P00141,CH02,1,65.67,5,62.39,credit_card,completed,6.99,2025,4,False
T0010344,2024-08-18 22:23:00,C01687,P00034,CH02,1,445.99,20,356.79,credit_card,completed,4.99,2024,8,False
T0010345,2024-10-01 07:03:00,C00313,P00084,CH02,2,159.55,20,255.28,paypal,completed,6.99,2024,10,False
T0010346,2025-02-02 21:53:00,C00414,P00127,CH02,1,400.71,0,400.71,credit_card,completed,4.99,2025,2,False
T0010347,2025-05-19 20:23:00,C00720,P00016,CH01,1,362.34,20,289.87,credit_card,completed,6.99,2025,5,False
T0010348,2025-01-04 15:35:00,C00430,P00111,CH02,2,48.83,0,97.66,paypal,completed,0.0,2025,1,False
T0010349,2025-02-05 13:51:00,C01301,P00041,CH01,1,402.8,10,362.52,paypal,completed,4.99,2025,2,False
T0010350,2024-08-31 21:06:00,C00944,P00042,CH03,1,279.86,10,251.87,credit_card,completed,4.99,2024,8,False
T0010351,2025-01-10 21:24:00,C00066,P00139,CH01,2,429.48,5,816.01,apple_pay,completed,3.99,2025,1,False
T0010354,2024-10-08 21:45:00,C00614,P00097,CH03,3,414.51,20,994.82,paypal,completed,6.99,2024,10,False
T0010355,2024-10-12 19:36:00,C00372,P00088,CH02,1,215.19,0,215.19,bank_transfer,completed,4.99,2024,10,False
T0010356,2024-09-03 19:13:00,C01711,P00119,CH03,2,450.47,0,900.94,klarna,completed,0.0,2024,9,False
T0010358,2024-07-05 14:55:00,C01100,P00110,CH05,3,442.79,0,1328.37,paypal,completed,6.99,2024,7,False
T0010359,2025-06-11 16:22:00,C00313,P00076,CH01,2,152.77,0,305.54,credit_card,completed,0.0,2025,6,False
T0010361,2025-04-08 09:46:00,C01280,P00128,CH03,2,255.43,0,510.86,credit_card,completed,4.99,2025,4,False
T0010362,2025-04-26 17:35:00,C00124,P00103,CH01,1,456.95,20,365.56,credit_card,completed,6.99,2025,4,False
T0010363,2025-04-20 16:30:00,C00597,P00124,CH01,1,296.11,5,281.3,credit_card,completed,0.0,2025,4,False
T0010364,2025-03-02 06:15:00,C01594,P00002,CH01,1,470.58,0,470.58,bank_transfer,returned,3.99,2025,3,True
T0010365,2024-07-21 20:42:00,C01193,P00087,CH01,2,373.8,10,672.84,apple_pay,completed,6.99,2024,7,False
T0010366,2024-09-08 19:02:00,C00207,P00115,CH02,1,33.73,0,33.73,credit_card,completed,0.0,2024,9,False
T0010367,2025-05-05 17:26:00,C01427,P00025,CH04,1,46.62,10,41.96,klarna,completed,3.99,2025,5,False
T0010368,2024-12-28 10:21:00,C01457,P00120,CH04,3,127.08,0,381.24,bank_transfer,completed,6.99,2024,12,False
T0010369,2025-06-04 19:49:00,C00156,P00122,CH01,1,311.1,5,295.54,credit_card,completed,3.99,2025,6,False
T0010370,2025-06-15 10:08:00,C01193,P00136,CH03,1,478.0,20,382.4,apple_pay,completed,6.99,2025,6,False
T0010371,2024-09-03 15:05:00,C01373,P00069,CH03,1,290.4,10,261.36,klarna,completed,6.99,2024,9,False
T0010372,2025-01-09 17:15:00,C00947,P00089,CH01,1,377.97,15,321.27,credit_card,completed,0.0,2025,1,False
T0010373,2025-04-11 16:17:00,C00348,P00033,CH01,1,21.51,5,20.43,paypal,completed,3.99,2025,4,False
T0010374,2025-01-10 11:47:00,C01291,P00099,CH05,1,302.94,10,272.65,credit_card,completed,0.0,2025,1,False
T0010375,2025-03-21 08:14:00,C01918,P00117,CH02,1,39.16,10,35.24,credit_card,completed,3.99,2025,3,False
T0010376,2025-03-05 22:53:00,C00077,P00020,CH04,3,322.16,15,821.51,apple_pay,completed,4.99,2025,3,False
T0010377,2025-01-15 07:20:00,C00641,P00004,CH05,2,63.89,20,102.22,apple_pay,completed,6.99,2025,1,False
T0010378,2024-08-13 09:20:00,C00034,P00023,CH01,2,421.11,0,842.22,bank_transfer,returned,3.99,2024,8,True
T0010379,2025-04-10 12:33:00,C00600,P00122,CH03,1,311.1,5,295.54,bank_transfer,completed,4.99,2025,4,False
T0010380,2025-04-28 18:02:00,C01182,P00079,CH01,1,40.26,0,40.26,credit_card,completed,0.0,2025,4,False
T0010381,2025-05-06 21:19:00,C01634,P00091,CH03,2,97.87,5,185.95,credit_card,completed,3.99,2025,5,False
T0010382,2025-06-28 20:01:00,C01916,P00108,CH04,1,190.71,0,190.71,klarna,completed,4.99,2025,6,False
T0010383,2025-06-25 18:11:00,C00808,P00066,CH05,2,488.17,0,976.34,credit_card,completed,3.99,2025,6,False
T0010384,2024-10-16 09:36:00,C01960,P00142,CH04,1,308.96,20,247.17,bank_transfer,completed,6.99,2024,10,False
T0010385,2025-03-06 09:48:00,C00387,P00121,CH04,2,269.36,15,457.91,credit_card,returned,4.99,2025,3,True
T0010387,2025-04-07 18:57:00,C01379,P00053,CH01,2,129.31,10,232.76,apple_pay,completed,3.99,2025,4,False
T0010388,2024-08-02 18:32:00,C01132,P00040,CH03,2,108.96,0,217.92,paypal,cancelled,4.99,2024,8,False
T0010389,2024-08-09 10:35:00,C00450,P00031,CH02,1,277.94,15,236.25,credit_card,completed,0.0,2024,8,False
T0010390,2025-01-25 10:07:00,C00859,P00131,CH03,1,179.38,20,143.5,apple_pay,completed,4.99,2025,1,False
T0010391,2024-09-10 12:48:00,C01980,P00128,CH04,2,255.43,15,434.23,credit_card,completed,4.99,2024,9,False
T0010392,2024-07-03 06:50:00,C01752,P00059,CH01,1,83.9,20,67.12,apple_pay,completed,4.99,2024,7,False
T0010394,2025-06-15 16:12:00,C00401,P00023,CH03,1,421.11,5,400.05,credit_card,completed,3.99,2025,6,False
T0010395,2025-06-03 20:01:00,C01251,P00050,CH02,2,43.78,15,74.43,apple_pay,cancelled,6.99,2025,6,False
T0010396,2024-09-21 12:48:00,C01672,P00083,CH03,3,401.4,0,1204.2,paypal,completed,6.99,2024,9,False
T0010397,2025-03-28 13:36:00,C00267,P00003,CH02,1,464.99,0,464.99,bank_transfer,cancelled,3.99,2025,3,False
T0010398,2025-03-07 16:50:00,C00186,P00132,CH02,1,184.12,0,184.12,credit_card,completed,4.99,2025,3,False
T0010399,2025-06-11 21:03:00,C01166,P00013,CH01,1,448.62,0,448.62,credit_card,returned,0.0,2025,6,True
T0010401,2025-04-29 07:28:00,C01503,P00103,CH03,1,456.95,10,411.26,credit_card,completed,0.0,2025,4,False
T0010402,2024-09-09 13:42:00,C01338,P00138,CH03,2,260.75,10,469.35,klarna,completed,0.0,2024,9,False
T0010404,2025-03-23 06:57:00,C00639,P00057,CH03,1,155.69,5,147.91,credit_card,completed,6.99,2025,3,False
T0010405,2025-05-24 07:02:00,C01233,P00025,CH02,1,46.62,5,44.29,credit_card,completed,0.0,2025,5,False
T0010406,2025-02-14 09:29:00,C01637,P00139,CH02,1,429.48,10,386.53,credit_card,returned,6.99,2025,2,True
T0010409,2024-07-12 07:08:00,C01786,P00071,CH03,2,105.89,5,201.19,paypal,completed,6.99,2024,7,False
T0010410,2024-10-16 15:35:00,C01656,P00114,CH03,3,65.45,0,196.35,credit_card,completed,3.99,2024,10,False
T0010411,2025-01-02 14:52:00,C01167,P00141,CH01,1,65.67,0,65.67,credit_card,completed,6.99,2025,1,False
T0010412,2024-10-17 15:46:00,C00035,P00111,CH05,1,48.83,10,43.95,bank_transfer,completed,0.0,2024,10,False
T0010413,2024-08-17 09:45:00,C01537,P00098,CH02,2,171.04,20,273.66,apple_pay,completed,6.99,2024,8,False
T0010414,2025-06-01 09:44:00,C01000,P00088,CH05,1,215.19,0,215.19,credit_card,completed,0.0,2025,6,False
T0010415,2024-08-19 19:36:00,C01707,P00013,CH01,2,448.62,0,897.24,bank_transfer,cancelled,3.99,2024,8,False
T0010416,2025-01-18 08:31:00,C01652,P00001,CH02,3,375.19,10,1013.01,bank_transfer,completed,4.99,2025,1,False
T0010417,2025-03-05 10:13:00,C00807,P00069,CH01,1,290.4,0,290.4,credit_card,completed,0.0,2025,3,False
T0010418,2024-10-21 06:28:00,C00549,P00051,CH01,1,394.52,0,394.52,credit_card,completed,3.99,2024,10,False
T0010419,2025-05-28 09:48:00,C01917,P00025,CH02,3,46.62,5,132.87,credit_card,completed,3.99,2025,5,False
T0010420,2024-08-17 08:53:00,C01867,P00026,CH01,1,393.21,0,393.21,credit_card,completed,3.99,2024,8,False
T0010421,2024-11-15 17:58:00,C01772,P00024,CH01,1,238.26,10,214.43,credit_card,completed,0.0,2024,11,False
T0010422,2025-05-01 11:54:00,C01278,P00002,CH02,3,470.58,0,1411.74,bank_transfer,completed,4.99,2025,5,False
T0010423,2024-09-27 18:07:00,C01110,P00067,CH01,1,243.21,15,206.73,credit_card,completed,3.99,2024,9,False
T0010424,2025-06-12 22:10:00,C01802,P00125,CH02,1,285.52,0,285.52,klarna,completed,3.99,2025,6,False
T0010425,2025-04-14 10:17:00,C00882,P00046,CH03,2,57.89,15,98.41,credit_card,completed,0.0,2025,4,False
T0010426,2025-03-02 22:04:00,C01691,P00094,CH04,1,19.28,0,19.28,paypal,completed,0.0,2025,3,False
T0010427,2025-03-04 07:49:00,C00949,P00024,CH01,2,238.26,0,476.52,credit_card,completed,6.99,2025,3,False
T0010428,2024-11-07 21:44:00,C01815,P00124,CH04,1,296.11,5,281.3,paypal,cancelled,4.99,2024,11,False
T0010430,2025-02-12 12:52:00,C01933,P00037,CH02,1,488.35,10,439.52,credit_card,completed,0.0,2025,2,False
T0010432,2025-06-05 20:48:00,C01871,P00106,CH01,1,143.79,20,115.03,klarna,cancelled,4.99,2025,6,False
T0010433,2025-06-13 18:53:00,C00147,P00138,CH04,1,260.75,0,260.75,klarna,completed,6.99,2025,6,False
T0010434,2025-06-02 14:27:00,C01505,P00044,CH01,1,464.18,0,464.18,credit_card,completed,6.99,2025,6,False
T0010435,2024-07-02 20:17:00,C00424,P00125,CH01,2,285.52,0,571.04,bank_transfer,completed,3.99,2024,7,False
T0010436,2025-02-14 17:33:00,C01034,P00088,CH01,1,215.19,20,172.15,klarna,completed,0.0,2025,2,False
T0010437,2025-03-28 14:52:00,C01693,P00067,CH02,2,243.21,10,437.78,credit_card,completed,6.99,2025,3,False
T0010439,2025-02-02 14:37:00,C00361,P00099,CH01,2,302.94,15,515.0,credit_card,completed,6.99,2025,2,False
T0010440,2024-12-10 10:29:00,C00430,P00129,CH03,1,400.17,0,400.17,credit_card,completed,4.99,2024,12,False
T0010441,2024-09-19 12:14:00,C01078,P00097,CH01,2,414.51,10,746.12,klarna,completed,6.99,2024,9,False
T0010442,2024-07-14 13:51:00,C01497,P00124,CH03,2,296.11,10,533.0,credit_card,returned,6.99,2024,7,True
T0010443,2024-07-27 16:19:00,C01383,P00088,CH02,1,215.19,15,182.91,credit_card,returned,6.99,2024,7,True
T0010444,2024-09-04 15:28:00,C00081,P00059,CH03,1,83.9,10,75.51,credit_card,completed,3.99,2024,9,False
T0010445,2025-03-13 11:48:00,C01126,P00006,CH03,3,146.07,20,350.57,paypal,completed,6.99,2025,3,False
T0010446,2025-01-25 15:19:00,C01480,P00032,CH02,3,276.21,15,704.34,credit_card,completed,6.99,2025,1,False
T0010447,2025-05-29 10:36:00,C00349,P00106,CH05,1,143.79,0,143.79,bank_transfer,completed,6.99,2025,5,False
T0010448,2024-09-26 08:12:00,C00449,P00139,CH02,1,429.48,10,386.53,credit_card,completed,3.99,2024,9,False
T0010449,2025-01-29 11:53:00,C00399,P00094,CH01,1,19.28,20,15.42,credit_card,completed,0.0,2025,1,False
T0010450,2024-09-04 12:01:00,C00885,P00056,CH02,2,111.87,5,212.55,apple_pay,completed,3.99,2024,9,False
T0010451,2025-05-23 16:54:00,C00853,P00131,CH01,1,179.38,20,143.5,credit_card,completed,0.0,2025,5,False
T0010452,2024-12-31 12:42:00,C01140,P00045,CH03,2,55.74,0,111.48,klarna,completed,0.0,2024,12,False
T0010453,2025-04-17 15:36:00,C00753,P00064,CH02,1,301.88,0,301.88,paypal,cancelled,6.99,2025,4,False
T0010454,2025-02-27 07:51:00,C01042,P00086,CH03,1,96.06,0,96.06,credit_card,completed,0.0,2025,2,False
T0010455,2025-02-09 19:21:00,C01953,P00027,CH04,3,101.05,5,287.99,klarna,returned,0.0,2025,2,True
T0010456,2024-07-06 21:59:00,C01551,P00093,CH02,2,50.43,15,85.73,paypal,completed,0.0,2024,7,False
T0010457,2025-05-27 14:15:00,C01570,P00019,CH05,1,178.81,0,178.81,paypal,completed,4.99,2025,5,False
T0010460,2025-06-29 10:01:00,C01312,P00033,CH01,2,21.51,0,43.02,paypal,completed,0.0,2025,6,False
T0010461,2025-04-18 18:57:00,C01880,P00141,CH05,1,65.67,10,59.1,paypal,completed,4.99,2025,4,False
T0010462,2024-09-08 18:16:00,C01066,P00051,CH01,1,394.52,0,394.52,credit_card,cancelled,4.99,2024,9,False
T0010463,2025-01-14 16:59:00,C00387,P00078,CH01,2,23.15,0,46.3,paypal,completed,6.99,2025,1,False
T0010464,2025-02-18 08:46:00,C01083,P00089,CH01,1,377.97,5,359.07,credit_card,completed,4.99,2025,2,False
T0010465,2025-03-22 10:24:00,C01740,P00060,CH01,1,267.68,10,240.91,credit_card,cancelled,0.0,2025,3,False
T0010466,2025-02-17 21:10:00,C01042,P00124,CH01,1,296.11,0,296.11,bank_transfer,completed,6.99,2025,2,False
T0010467,2024-12-31 08:22:00,C01929,P00015,CH04,1,300.39,0,300.39,credit_card,completed,4.99,2024,12,False
T0010468,2024-09-01 15:18:00,C01345,P00126,CH04,1,179.46,0,179.46,klarna,completed,3.99,2024,9,False
T0010469,2025-03-03 11:49:00,C01966,P00020,CH03,3,322.16,10,869.83,apple_pay,completed,3.99,2025,3,False
T0010470,2025-03-03 07:13:00,C00078,P00069,CH03,2,290.4,0,580.8,klarna,returned,3.99,2025,3,True
T0010471,2025-06-16 06:35:00,C00245,P00054,CH02,2,108.51,20,173.62,apple_pay,completed,0.0,2025,6,False
T0010472,2025-05-03 20:13:00,C00445,P00013,CH02,1,448.62,20,358.9,apple_pay,returned,6.99,2025,5,True
T0010473,2025-02-02 08:22:00,C01152,P00055,CH03,2,357.21,15,607.26,paypal,completed,3.99,2025,2,False
T0010474,2025-03-02 09:33:00,C01009,P00104,CH03,1,332.0,15,282.2,paypal,completed,3.99,2025,3,False
T0010475,2024-10-29 07:45:00,C00293,P00116,CH03,3,484.41,5,1380.57,paypal,completed,3.99,2024,10,False
T0010477,2025-06-26 15:16:00,C01825,P00133,CH01,2,303.67,10,546.61,paypal,completed,0.0,2025,6,False
T0010478,2024-07-03 18:47:00,C01522,P00109,CH01,1,277.36,15,235.76,apple_pay,completed,4.99,2024,7,False
T0010479,2025-06-07 10:10:00,C01875,P00010,CH03,3,453.33,5,1291.99,apple_pay,completed,3.99,2025,6,False
T0010480,2025-05-01 13:04:00,C01098,P00072,CH04,3,377.16,5,1074.91,credit_card,cancelled,3.99,2025,5,False
T0010481,2025-01-26 17:38:00,C00299,P00118,CH02,2,336.16,15,571.47,credit_card,completed,6.99,2025,1,False
T0010482,2024-12-27 14:43:00,C00958,P00008,CH01,1,83.27,0,83.27,paypal,completed,0.0,2024,12,False
T0010484,2025-02-24 22:25:00,C00063,P00076,CH04,1,152.77,0,152.77,klarna,completed,0.0,2025,2,False
T0010485,2024-09-04 15:07:00,C00523,P00010,CH03,1,453.33,5,430.66,credit_card,completed,4.99,2024,9,False
T0010486,2025-03-22 20:05:00,C00786,P00049,CH01,1,417.03,20,333.62,credit_card,completed,6.99,2025,3,False
T0010487,2025-03-04 22:00:00,C01911,P00053,CH04,3,129.31,0,387.93,credit_card,completed,6.99,2025,3,False
T0010488,2024-07-11 06:12:00,C01007,P00012,CH05,2,355.85,20,569.36,klarna,completed,6.99,2024,7,False
T0010489,2024-08-10 11:10:00,C01250,P00144,CH03,2,316.75,0,633.5,paypal,completed,4.99,2024,8,False
T0010490,2025-01-06 09:29:00,C00925,P00015,CH01,2,300.39,0,600.78,klarna,completed,6.99,2025,1,False
T0010491,2024-09-08 11:43:00,C00343,P00117,CH05,2,39.16,0,78.32,credit_card,completed,0.0,2024,9,False
T0010492,2025-04-23 13:01:00,C01744,P00093,CH03,1,50.43,10,45.39,paypal,completed,4.99,2025,4,False
T0010493,2024-09-29 18:28:00,C00264,P00121,CH01,1,269.36,0,269.36,paypal,completed,0.0,2024,9,False
T0010494,2024-08-14 17:30:00,C01960,P00135,CH04,2,90.61,0,181.22,apple_pay,completed,4.99,2024,8,False
T0010495,2024-09-18 20:09:00,C00367,P00012,CH02,2,355.85,15,604.95,bank_transfer,completed,4.99,2024,9,False
T0010496,2024-10-13 06:05:00,C00030,P00032,CH01,1,276.21,5,262.4,apple_pay,completed,6.99,2024,10,False
T0010497,2025-03-17 09:55:00,C00165,P00007,CH03,1,182.22,0,182.22,credit_card,completed,6.99,2025,3,False
T0010498,2025-03-04 21:26:00,C01219,P00076,CH01,2,152.77,10,274.99,klarna,completed,4.99,2025,3,False
T0010499,2025-02-19 09:15:00,C00643,P00115,CH02,1,33.73,0,33.73,credit_card,completed,4.99,2025,2,False
T0010500,2024-07-28 16:15:00,C01407,P00022,CH03,2,20.11,15,34.19,klarna,completed,6.99,2024,7,False
T0010501,2025-01-31 10:21:00,C01410,P00146,CH02,3,202.84,5,578.09,paypal,completed,0.0,2025,1,False
T0010502,2024-09-16 20:06:00,C00569,P00058,CH03,1,136.28,15,115.84,credit_card,completed,0.0,2024,9,False
T0010503,2024-09-16 15:06:00,C01334,P00148,CH02,2,248.55,5,472.24,paypal,completed,6.99,2024,9,False
T0010504,2025-05-29 10:36:00,C00889,P00027,CH01,1,101.05,0,101.05,apple_pay,completed,3.99,2025,5,False
T0010505,2025-05-19 21:03:00,C00858,P00137,CH01,1,66.63,20,53.3,bank_transfer,completed,0.0,2025,5,False
T0010506,2025-04-01 13:37:00,C00410,P00018,CH01,1,161.76,0,161.76,bank_transfer,completed,3.99,2025,4,False
T0010508,2024-07-07 13:39:00,C00376,P00002,CH02,2,470.58,5,894.1,credit_card,completed,0.0,2024,7,False
T0010509,2025-01-08 21:50:00,C00687,P00004,CH01,1,63.89,20,51.11,credit_card,completed,0.0,2025,1,False
T0010510,2025-04-22 13:35:00,C01431,P00098,CH01,3,171.04,0,513.12,paypal,completed,4.99,2025,4,False
T0010512,2025-05-23 18:54:00,C00064,P00120,CH02,3,127.08,5,362.18,paypal,completed,3.99,2025,5,False
T0010513,2024-09-04 13:45:00,C01894,P00124,CH03,1,296.11,10,266.5,credit_card,completed,4.99,2024,9,False
T0010514,2024-07-01 06:42:00,C01163,P00113,CH01,2,476.1,0,952.2,credit_card,completed,4.99,2024,7,False
T0010515,2025-04-17 11:24:00,C00527,P00111,CH01,2,48.83,0,97.66,credit_card,completed,4.99,2025,4,False
T0010516,2024-11-29 10:33:00,C01621,P00108,CH04,2,190.71,15,324.21,paypal,completed,0.0,2024,11,False
