transaction_id,date_key,customer_key,product_key,channel_key,quantity,unit_price_eur,discount_pct,total_amount_eur,net_amount_eur,shipping_cost_eur,payment_method,status,is_return
T0015587,20250222,1041,67,3,2,243.21,5,462.1,462.1,4.99,apple_pay,completed,False
T0015588,20240714,148,3,3,3,464.99,5,1325.22,1325.22,3.99,credit_card,completed,False
T0015589,20240822,1107,87,4,1,373.8,5,355.11,355.11,6.99,klarna,completed,False
T0015590,20240801,1736,39,2,2,483.04,0,966.08,966.08,0.0,apple_pay,completed,False
T0015592,20240709,1993,140,1,2,343.34,5,652.35,-652.35,6.99,apple_pay,returned,True
T0015593,20250401,343,65,1,2,397.46,0,794.92,794.92,6.99,paypal,completed,False
T0015594,20240921,1285,48,2,1,417.64,10,375.88,375.88,6.99,paypal,cancelled,False
T0015595,20250301,1309,21,2,1,60.71,0,60.71,60.71,3.99,bank_transfer,completed,False
T0015596,20240819,1479,96,1,2,108.12,5,205.43,205.43,6.99,bank_transfer,completed,False
T0015597,20250604,432,99,1,1,302.94,5,287.79,287.79,4.99,paypal,completed,False
T0015598,20250303,801,18,3,1,161.76,5,153.67,153.67,4.99,bank_transfer,completed,False
T0015599,20240919,1430,2,1,3,470.58,15,1199.98,1199.98,0.0,paypal,completed,False
T0015600,20250607,795,39,4,1,483.04,20,386.43,386.43,0.0,paypal,completed,False
T0015602,20240722,146,90,4,3,175.36,10,473.47,473.47,4.99,bank_transfer,completed,False
T0015603,20250316,552,2,1,2,470.58,15,799.99,799.99,4.99,bank_transfer,completed,False
T0015605,20240819,20,32,5,3,276.21,20,662.9,662.9,4.99,klarna,completed,False
T0015606,20250323,1922,85,3,3,45.13,0,135.39,135.39,0.0,credit_card,completed,False
T0015607,20250519,1836,119,1,1,450.47,0,450.47,450.47,6.99,bank_transfer,cancelled,False
T0015608,20250414,411,134,3,2,391.65,20,626.64,626.64,6.99,apple_pay,completed,False
T0015609,20241020,525,67,1,2,243.21,0,486.42,486.42,4.99,credit_card,completed,False
T0015610,20250124,1989,81,1,2,136.98,10,246.56,246.56,3.99,klarna,completed,False
T0015611,20250101,682,117,1,2,39.16,5,74.4,74.4,3.99,paypal,completed,False
T0015612,20250405,1132,83,2,3,401.4,0,1204.2,1204.2,6.99,apple_pay,completed,False
T0015613,20250430,1034,51,1,1,394.52,0,394.52,394.52,3.99,paypal,completed,False
T0015614,20240710,671,17,4,1,183.79,10,165.41,165.41,6.99,klarna,completed,False
T0015616,20250203,1114,98,3,1,171.04,20,136.83,136.83,4.99,paypal,completed,False
T0015618,20241031,219,142,1,3,308.96,20,741.5,741.5,6.99,paypal,completed,False
T0015620,20250610,1213,47,1,3,392.86,0,1178.58,1178.58,4.99,bank_transfer,completed,False
T0015621,20250615,672,109,3,2,277.36,5,526.98,526.98,3.99,bank_transfer,completed,False
T0015622,20250125,1617,121,5,1,269.36,0,269.36,269.36,4.99,credit_card,completed,False
T0015623,20240818,135,127,2,2,400.71,10,721.28,721.28,3.99,klarna,completed,False
T0015625,20240923,982,33,1,2,21.51,0,43.02,43.02,6.99,klarna,completed,False
T0015626,20240815,883,24,1,3,238.26,15,607.56,607.56,0.0,apple_pay,completed,False
T0015628,20240929,654,119,5,1,450.47,0,450.47,450.47,0.0,credit_card,completed,False
T0015629,20250221,1145,18,3,1,161.76,15,137.5,137.5,4.99,apple_pay,completed,False
T0015631,20250620,48,72,3,1,377.16,5,358.3,358.3,4.99,bank_transfer,completed,False
T0015632,20250608,1835,147,2,2,412.33,0,824.66,-824.66,3.99,paypal,returned,True
T0015633,20240923,190,94,2,2,19.28,10,34.7,34.7,4.99,paypal,cancelled,False
T0015634,20241207,1896,46,2,1,57.89,0,57.89,57.89,0.0,credit_card,completed,False
T0015635,20250605,523,4,1,2,63.89,0,127.78,127.78,6.99,bank_transfer,completed,False
T0015636,20240831,912,36,4,2,481.56,5,914.96,914.96,6.99,apple_pay,cancelled,False
T0015637,20250411,1129,144,1,1,316.75,0,316.75,316.75,6.99,bank_transfer,completed,False
T0015638,20240726,1746,17,2,1,183.79,0,183.79,183.79,6.99,apple_pay,completed,False
T0015639,20250428,1045,116,2,1,484.41,0,484.41,484.41,6.99,bank_transfer,completed,False
T0015640,20250606,1620,83,1,1,401.4,5,381.33,381.33,3.99,paypal,completed,False
T0015641,20241023,361,138,4,1,260.75,10,234.68,234.68,3.99,paypal,completed,False
T0015642,20240807,682,114,5,2,65.45,0,130.9,130.9,3.99,credit_card,completed,False
T0015643,20241103,359,68,1,1,150.18,0,150.18,-150.18,0.0,klarna,returned,True
T0015644,20250413,1212,35,4,2,133.75,0,267.5,267.5,0.0,credit_card,cancelled,False
T0015645,20250503,183,109,2,1,277.36,0,277.36,277.36,6.99,klarna,cancelled,False
T0015647,20241117,42,55,1,2,357.21,20,571.54,571.54,6.99,apple_pay,completed,False
T0015648,20250412,865,17,1,2,183.79,20,294.06,294.06,0.0,klarna,completed,False
T0015649,20240724,1953,107,2,2,50.97,5,96.84,-96.84,3.99,klarna,returned,True
T0015651,20250414,855,46,1,2,57.89,0,115.78,115.78,6.99,credit_card,completed,False
T0015652,20250518,418,129,1,3,400.17,0,1200.51,1200.51,4.99,credit_card,completed,False
T0015653,20250413,1666,60,4,1,267.68,5,254.3,254.3,0.0,klarna,completed,False
T0015654,20250612,1335,86,1,1,96.06,5,91.26,91.26,3.99,klarna,completed,False
T0015655,20250616,1837,82,3,2,19.83,0,39.66,39.66,6.99,klarna,completed,False
T0015656,20240807,543,26,3,1,393.21,0,393.21,393.21,0.0,klarna,completed,False
T0015657,20250224,445,86,3,1,96.06,0,96.06,96.06,4.99,klarna,cancelled,False
T0015658,20240722,825,26,3,1,393.21,15,334.23,334.23,0.0,klarna,completed,False
T0015659,20250129,1917,102,2,3,82.93,0,248.79,248.79,6.99,credit_card,completed,False
T0015660,20250301,1482,53,2,1,129.31,0,129.31,129.31,4.99,klarna,completed,False
T0015662,20240903,523,37,3,2,488.35,5,927.86,927.86,4.99,paypal,completed,False
T0015663,20240804,444,86,1,1,96.06,0,96.06,96.06,3.99,credit_card,completed,False
T0015664,20250512,2,133,2,3,303.67,0,911.01,911.01,0.0,credit_card,completed,False
T0015665,20241011,1787,52,1,1,150.44,5,142.92,142.92,4.99,apple_pay,completed,False
T0015666,20250416,1525,42,3,2,279.86,0,559.72,559.72,4.99,paypal,completed,False
T0015667,20250328,1219,149,3,3,166.52,20,399.65,399.65,0.0,credit_card,completed,False
T0015668,20250202,99,43,4,1,92.64,0,92.64,92.64,4.99,paypal,completed,False
T0015669,20250601,857,104,1,1,332.0,0,332.0,332.0,0.0,credit_card,completed,False
T0015670,20250624,1254,118,1,2,336.16,5,638.7,638.7,6.99,paypal,completed,False
T0015671,20240808,1729,46,4,1,57.89,20,46.31,46.31,4.99,bank_transfer,completed,False
T0015672,20250625,1775,50,1,1,43.78,10,39.4,39.4,4.99,paypal,completed,False
T0015673,20250608,70,128,1,2,255.43,15,434.23,434.23,3.99,bank_transfer,completed,False
T0015674,20250102,973,110,2,1,442.79,15,376.37,376.37,4.99,apple_pay,completed,False
T0015675,20250517,1223,88,3,1,215.19,0,215.19,215.19,0.0,credit_card,completed,False
T0015676,20240702,615,115,5,2,33.73,0,67.46,-67.46,4.99,bank_transfer,returned,True
T0015677,20250127,1111,71,2,2,105.89,5,201.19,201.19,3.99,apple_pay,completed,False
T0015678,20240805,583,24,1,1,238.26,0,238.26,238.26,3.99,klarna,completed,False
T0015679,20240820,1847,94,1,1,19.28,0,19.28,-19.28,4.99,klarna,returned,True
T0015680,20240910,869,102,1,3,82.93,20,199.03,199.03,6.99,apple_pay,completed,False
T0015681,20250609,1690,127,1,2,400.71,0,801.42,801.42,0.0,paypal,completed,False
T0015682,20241023,1211,113,2,2,476.1,10,856.98,856.98,4.99,bank_transfer,completed,False
T0015683,20240820,859,140,2,1,343.34,10,309.01,309.01,3.99,credit_card,completed,False
T0015684,20250402,725,145,5,3,419.27,20,1006.25,1006.25,6.99,paypal,completed,False
T0015685,20240906,538,111,4,1,48.83,0,48.83,48.83,4.99,credit_card,completed,False
T0015686,20250409,774,43,4,2,92.64,0,185.28,185.28,4.99,credit_card,cancelled,False
T0015688,20250219,1665,32,1,1,276.21,0,276.21,-276.21,6.99,klarna,returned,True
T0015690,20241103,687,34,2,1,445.99,20,356.79,356.79,0.0,paypal,completed,False
T0015691,20240724,360,16,1,2,362.34,0,724.68,724.68,3.99,credit_card,completed,False
T0015692,20241114,1399,18,1,3,161.76,15,412.49,412.49,6.99,paypal,completed,False
T0015693,20240824,1539,26,3,1,393.21,0,393.21,393.21,6.99,credit_card,cancelled,False
T0015694,20250624,1464,145,2,3,419.27,20,1006.25,1006.25,6.99,apple_pay,cancelled,False
T0015695,20250422,441,150,1,2,160.49,5,304.93,304.93,0.0,klarna,completed,False
T0015696,20250117,626,122,3,3,311.1,5,886.64,886.64,0.0,paypal,completed,False
T0015697,20250126,1664,135,3,3,90.61,15,231.06,231.06,6.99,paypal,completed,False
T0015698,20250616,1617,81,3,1,136.98,0,136.98,136.98,0.0,bank_transfer,cancelled,False
T0015699,20250224,1977,142,3,1,308.96,5,293.51,293.51,6.99,paypal,completed,False
T0015700,20250531,1702,81,2,1,136.98,15,116.43,116.43,6.99,bank_transfer,completed,False
T0015701,20250518,1604,122,2,1,311.1,15,264.44,264.44,0.0,paypal,completed,False
T0015702,20250620,1951,5,2,2,20.85,10,37.53,37.53,0.0,credit_card,completed,False
T0015703,20240716,1885,127,1,1,400.71,10,360.64,360.64,4.99,paypal,completed,False
T0015704,20250327,142,38,1,1,258.62,0,258.62,258.62,0.0,credit_card,completed,False
T0015705,20250206,1974,29,1,1,204.96,10,184.46,184.46,4.99,credit_card,completed,False
T0015706,20240827,891,149,1,1,166.52,0,166.52,166.52,3.99,paypal,completed,False
T0015707,20241124,1732,117,2,3,39.16,0,117.48,117.48,0.0,apple_pay,completed,False
T0015708,20250414,305,81,1,1,136.98,10,123.28,123.28,4.99,paypal,completed,False
T0015709,20250321,764,96,2,2,108.12,15,183.8,183.8,4.99,paypal,completed,False
T0015710,20250413,1127,85,3,1,45.13,10,40.62,40.62,4.99,paypal,completed,False
T0015711,20240901,1398,126,2,1,179.46,0,179.46,179.46,4.99,klarna,completed,False
T0015713,20240916,818,33,1,1,21.51,15,18.28,18.28,3.99,paypal,completed,False
T0015714,20250310,1030,40,1,1,108.96,10,98.06,98.06,0.0,apple_pay,completed,False
T0015716,20240706,1108,142,1,1,308.96,10,278.06,278.06,4.99,credit_card,completed,False
T0015717,20250214,1195,22,1,1,20.11,10,18.1,18.1,0.0,paypal,completed,False
T0015718,20250121,1841,111,2,1,48.83,0,48.83,48.83,0.0,apple_pay,completed,False
T0015719,20241209,1075,88,2,1,215.19,10,193.67,193.67,3.99,bank_transfer,completed,False
T0015720,20250412,1154,118,3,1,336.16,15,285.74,285.74,6.99,credit_card,completed,False
T0015722,20241226,132,56,1,1,111.87,5,106.28,106.28,4.99,credit_card,completed,False
T0015723,20240701,815,46,5,1,57.89,0,57.89,57.89,4.99,apple_pay,completed,False
T0015724,20250102,292,40,4,2,108.96,5,207.02,207.02,4.99,paypal,completed,False
T0015725,20240913,190,20,3,2,322.16,0,644.32,644.32,6.99,apple_pay,completed,False
T0015727,20250331,58,111,2,2,48.83,5,92.78,92.78,6.99,apple_pay,completed,False
T0015728,20240908,1644,54,1,1,108.51,5,103.08,103.08,3.99,credit_card,completed,False
T0015729,20241026,1009,108,2,2,190.71,0,381.42,381.42,3.99,credit_card,completed,False
T0015730,20240929,558,79,1,2,40.26,5,76.49,76.49,4.99,bank_transfer,completed,False
T0015732,20240911,819,32,3,3,276.21,15,704.34,704.34,6.99,klarna,completed,False
T0015733,20250428,1672,19,2,1,178.81,0,178.81,178.81,3.99,bank_transfer,completed,False
T0015734,20241117,919,94,1,1,19.28,15,16.39,16.39,6.99,paypal,completed,False
T0015735,20241016,1782,107,2,1,50.97,15,43.32,43.32,3.99,credit_card,completed,False
T0015736,20240704,284,137,4,2,66.63,0,133.26,133.26,3.99,credit_card,completed,False
T0015737,20250428,158,120,2,2,127.08,20,203.33,203.33,6.99,paypal,completed,False
T0015738,20250402,228,38,3,1,258.62,0,258.62,258.62,0.0,paypal,completed,False
T0015739,20250109,1511,33,5,1,21.51,15,18.28,18.28,3.99,bank_transfer,completed,False
T0015740,20240822,312,136,1,1,478.0,0,478.0,478.0,6.99,paypal,completed,False
T0015741,20240727,1359,96,1,1,108.12,15,91.9,91.9,0.0,credit_card,completed,False
T0015742,20250115,1126,146,3,1,202.84,15,172.41,172.41,6.99,credit_card,completed,False
T0015743,20250304,1084,30,5,2,236.95,15,402.82,402.82,4.99,credit_card,completed,False
T0015744,20240911,151,120,5,2,127.08,15,216.04,216.04,3.99,credit_card,completed,False
T0015745,20250503,1602,107,1,2,50.97,0,101.94,101.94,6.99,paypal,completed,False
T0015746,20250313,1031,69,1,3,290.4,10,784.08,784.08,3.99,paypal,completed,False
T0015747,20250123,1803,122,1,1,311.1,5,295.54,295.54,0.0,bank_transfer,completed,False
T0015748,20240713,631,119,1,1,450.47,10,405.42,405.42,6.99,credit_card,completed,False
T0015749,20250418,1119,38,3,1,258.62,10,232.76,232.76,6.99,klarna,completed,False
T0015751,20250212,1376,15,1,2,300.39,5,570.74,570.74,4.99,bank_transfer,completed,False
T0015752,20241220,67,140,1,1,343.34,10,309.01,309.01,6.99,paypal,completed,False
T0015753,20250602,525,135,4,2,90.61,0,181.22,181.22,0.0,paypal,completed,False
T0015754,20250613,517,148,1,3,248.55,0,745.65,745.65,4.99,paypal,cancelled,False
T0015756,20241227,1858,15,1,1,300.39,10,270.35,270.35,0.0,paypal,completed,False
T0015757,20250607,1229,63,1,1,406.92,0,406.92,406.92,6.99,bank_transfer,completed,False
T0015758,20241022,1625,95,1,3,427.39,15,1089.84,1089.84,0.0,apple_pay,completed,False
T0015759,20240809,137,124,1,3,296.11,0,888.33,888.33,0.0,paypal,completed,False
T0015760,20250311,1970,39,3,1,483.04,20,386.43,386.43,3.99,credit_card,completed,False
T0015761,20250514,1603,60,1,1,267.68,20,214.14,214.14,6.99,apple_pay,completed,False
T0015762,20241008,1311,65,1,1,397.46,20,317.97,317.97,4.99,paypal,completed,False
T0015763,20240715,1382,94,2,1,19.28,20,15.42,15.42,4.99,paypal,completed,False
T0015764,20250130,207,7,1,1,182.22,10,164.0,164.0,4.99,apple_pay,completed,False
T0015765,20250510,344,57,3,2,155.69,0,311.38,311.38,4.99,credit_card,completed,False
T0015766,20240712,1943,51,4,2,394.52,5,749.59,749.59,4.99,credit_card,completed,False
T0015767,20240822,749,113,2,1,476.1,0,476.1,476.1,6.99,klarna,completed,False
T0015768,20240713,205,89,2,2,377.97,15,642.55,642.55,4.99,credit_card,completed,False
T0015769,20250629,805,3,1,2,464.99,20,743.98,743.98,6.99,credit_card,completed,False
T0015770,20250209,1487,70,2,3,155.0,0,465.0,-465.0,0.0,credit_card,returned,True
T0015771,20240730,188,2,2,3,470.58,10,1270.57,1270.57,6.99,credit_card,completed,False
T0015772,20250316,820,7,1,2,182.22,15,309.77,309.77,6.99,credit_card,cancelled,False
T0015773,20241208,598,143,2,1,110.2,20,88.16,-88.16,3.99,bank_transfer,returned,True
T0015774,20250406,1400,122,3,2,311.1,5,591.09,591.09,4.99,credit_card,completed,False
T0015775,20241021,1875,12,1,1,355.85,15,302.47,302.47,6.99,klarna,completed,False
T0015776,20240719,501,106,5,1,143.79,10,129.41,129.41,4.99,paypal,completed,False
T0015777,20250413,1895,76,2,1,152.77,5,145.13,145.13,6.99,paypal,completed,False
T0015778,20250322,745,135,3,3,90.61,10,244.65,244.65,4.99,credit_card,completed,False
T0015779,20240815,1960,80,2,1,238.96,0,238.96,238.96,0.0,paypal,completed,False
T0015780,20250112,1490,62,1,1,392.06,0,392.06,-392.06,3.99,paypal,returned,True
T0015781,20250123,1484,39,3,2,483.04,5,917.78,917.78,4.99,klarna,cancelled,False
T0015782,20250531,1096,138,2,2,260.75,10,469.35,469.35,4.99,bank_transfer,completed,False
T0015783,20250215,658,127,2,1,400.71,10,360.64,360.64,4.99,credit_card,completed,False
T0015784,20241010,1583,101,3,1,210.82,0,210.82,210.82,6.99,bank_transfer,completed,False
T0015785,20241123,642,104,1,1,332.0,5,315.4,315.4,3.99,credit_card,completed,False
T0015788,20250610,379,15,1,3,300.39,20,720.94,720.94,3.99,credit_card,completed,False
T0015789,20241127,972,13,3,1,448.62,0,448.62,448.62,4.99,apple_pay,completed,False
T0015790,20240908,1734,24,1,2,238.26,5,452.69,-452.69,3.99,klarna,returned,True
T0015792,20240916,857,116,1,2,484.41,5,920.38,920.38,6.99,bank_transfer,completed,False
T0015794,20250205,815,38,3,3,258.62,15,659.48,659.48,6.99,klarna,completed,False
T0015795,20250623,420,5,2,3,20.85,10,56.3,56.3,3.99,bank_transfer,cancelled,False
T0015796,20250514,594,125,4,1,285.52,15,242.69,242.69,3.99,credit_card,cancelled,False
T0015797,20250505,1694,130,2,2,339.63,5,645.3,-645.3,6.99,klarna,returned,True
T0015798,20241024,570,23,2,1,421.11,10,379.0,379.0,6.99,apple_pay,completed,False
T0015799,20250624,1737,67,2,2,243.21,0,486.42,486.42,0.0,bank_transfer,completed,False
T0015800,20250623,39,121,4,1,269.36,15,228.96,228.96,3.99,credit_card,completed,False
T0015801,20241015,1275,10,1,1,453.33,10,408.0,408.0,3.99,paypal,completed,False
T0015803,20240803,158,109,1,2,277.36,0,554.72,554.72,6.99,credit_card,completed,False
T0015804,20240704,1105,15,2,3,300.39,5,856.11,856.11,0.0,credit_card,completed,False
T0015805,20240913,1305,52,1,1,150.44,0,150.44,150.44,0.0,paypal,completed,False
T0015806,20250228,1006,6,4,1,146.07,0,146.07,146.07,6.99,bank_transfer,completed,False
T0015807,20250526,412,18,3,1,161.76,15,137.5,137.5,0.0,bank_transfer,completed,False
T0015808,20240706,505,38,1,1,258.62,0,258.62,258.62,6.99,paypal,completed,False
T0015809,20250430,576,126,1,1,179.46,0,179.46,179.46,0.0,credit_card,completed,False
T0015810,20250122,949,59,3,1,83.9,0,83.9,83.9,6.99,credit_card,completed,False
T0015811,20240817,1721,131,1,2,179.38,5,340.82,340.82,6.99,paypal,completed,False
T0015812,20250409,1721,41,4,2,402.8,10,725.04,725.04,6.99,paypal,completed,False
T0015814,20250617,1698,30,1,1,236.95,0,236.95,236.95,0.0,paypal,completed,False
T0015815,20250304,49,15,5,3,300.39,15,765.99,765.99,4.99,klarna,completed,False
T0015816,20250204,119,122,4,2,311.1,15,528.87,528.87,4.99,credit_card,completed,False
T0015819,20250303,1021,77,4,1,194.61,15,165.42,-165.42,4.99,paypal,returned,True
T0015820,20240903,1004,38,2,2,258.62,0,517.24,517.24,6.99,credit_card,completed,False
T0015821,20250607,1897,142,2,1,308.96,20,247.17,247.17,0.0,credit_card,completed,False
T0015822,20240919,411,142,1,3,308.96,0,926.88,926.88,3.99,paypal,completed,False
T0015823,20240930,634,38,4,1,258.62,20,206.9,206.9,0.0,bank_transfer,completed,False
T0015825,20241227,557,47,2,3,392.86,0,1178.58,1178.58,4.99,paypal,completed,False
T0015826,20240923,899,63,1,1,406.92,0,406.92,406.92,4.99,klarna,completed,False
T0015828,20250111,174,54,1,1,108.51,0,108.51,108.51,3.99,credit_card,completed,False
T0015829,20240716,1162,41,2,2,402.8,0,805.6,805.6,6.99,paypal,completed,False
T0015830,20250515,1798,80,2,3,238.96,0,716.88,716.88,6.99,credit_card,completed,False
T0015831,20241214,1444,60,1,3,267.68,20,642.43,642.43,3.99,credit_card,completed,False
T0015832,20250325,94,20,5,1,322.16,10,289.94,289.94,4.99,paypal,cancelled,False
T0015833,20240817,592,76,2,2,152.77,5,290.26,290.26,4.99,credit_card,completed,False
T0015834,20250325,368,15,3,3,300.39,0,901.17,901.17,6.99,klarna,completed,False
T0015835,20250415,1395,106,1,1,143.79,0,143.79,143.79,3.99,credit_card,completed,False
T0015836,20250602,1160,14,1,1,77.57,0,77.57,77.57,6.99,klarna,completed,False
T0015837,20241024,1863,113,1,3,476.1,10,1285.47,-1285.47,3.99,paypal,returned,True
T0015838,20241227,691,29,2,3,204.96,0,614.88,614.88,6.99,klarna,completed,False
T0015839,20250106,324,147,1,2,412.33,0,824.66,824.66,4.99,apple_pay,completed,False
T0015840,20240716,977,40,4,1,108.96,10,98.06,98.06,0.0,paypal,completed,False
T0015841,20250520,615,71,3,1,105.89,0,105.89,105.89,0.0,credit_card,completed,False
T0015842,20250629,547,103,2,1,456.95,10,411.26,411.26,3.99,paypal,completed,False
T0015843,20250609,269,104,2,1,332.0,5,315.4,315.4,4.99,credit_card,completed,False
T0015844,20250406,1295,43,3,1,92.64,5,88.01,88.01,3.99,credit_card,completed,False
T0015845,20250607,332,119,5,3,450.47,0,1351.41,1351.41,4.99,credit_card,completed,False
T0015846,20240812,354,24,3,2,238.26,0,476.52,476.52,6.99,apple_pay,completed,False
T0015847,20250623,1541,34,3,1,445.99,20,356.79,356.79,6.99,credit_card,completed,False
T0015849,20250103,540,38,5,2,258.62,20,413.79,413.79,0.0,klarna,completed,False
T0015850,20250522,1702,44,3,2,464.18,5,881.94,881.94,6.99,credit_card,completed,False
T0015851,20250307,506,24,1,1,238.26,15,202.52,202.52,0.0,apple_pay,completed,False
T0015854,20250513,1041,144,1,1,316.75,5,300.91,300.91,6.99,paypal,completed,False
T0015856,20240702,1146,46,1,3,57.89,15,147.62,147.62,6.99,bank_transfer,completed,False
T0015857,20250515,459,25,2,1,46.62,5,44.29,44.29,3.99,credit_card,completed,False
T0015858,20240913,588,137,1,1,66.63,0,66.63,66.63,6.99,apple_pay,completed,False
T0015859,20250521,209,11,4,2,270.48,15,459.82,459.82,0.0,credit_card,completed,False
T0015860,20240812,1351,134,3,2,391.65,0,783.3,783.3,0.0,credit_card,completed,False
T0015861,20250409,638,107,3,3,50.97,0,152.91,152.91,6.99,paypal,completed,False
T0015862,20241012,602,146,2,2,202.84,15,344.83,344.83,3.99,credit_card,completed,False
T0015863,20240804,1968,141,2,1,65.67,10,59.1,59.1,4.99,paypal,completed,False
T0015864,20240714,909,132,1,2,184.12,20,294.59,294.59,0.0,credit_card,completed,False
T0015865,20250517,1681,131,2,2,179.38,0,358.76,358.76,6.99,klarna,completed,False
T0015866,20240905,777,42,1,2,279.86,20,447.78,447.78,0.0,paypal,completed,False
T0015867,20250420,271,51,5,1,394.52,0,394.52,394.52,0.0,klarna,completed,False
T0015869,20250529,118,37,3,1,488.35,0,488.35,488.35,4.99,credit_card,completed,False
T0015870,20240827,547,124,3,3,296.11,10,799.5,-799.5,3.99,paypal,returned,True
T0015871,20250526,461,92,1,1,117.46,0,117.46,117.46,4.99,paypal,completed,False
T0015872,20250628,1178,1,3,1,375.19,5,356.43,356.43,3.99,credit_card,completed,False
T0015873,20241017,58,100,3,3,344.87,0,1034.61,1034.61,0.0,paypal,completed,False
T0015874,20241003,1170,10,1,1,453.33,10,408.0,408.0,0.0,credit_card,completed,False
T0015875,20240806,298,119,1,2,450.47,10,810.85,810.85,6.99,credit_card,completed,False
T0015877,20240701,50,19,1,2,178.81,10,321.86,321.86,6.99,bank_transfer,cancelled,False
T0015878,20241005,444,141,2,1,65.67,10,59.1,59.1,4.99,klarna,completed,False
T0015879,20250111,1901,71,2,1,105.89,0,105.89,105.89,4.99,credit_card,completed,False
T0015880,20250609,55,4,1,2,63.89,0,127.78,127.78,3.99,paypal,completed,False
T0015881,20250521,1769,34,1,3,445.99,20,1070.38,1070.38,0.0,apple_pay,completed,False
T0015882,20250126,1818,48,3,3,417.64,5,1190.27,1190.27,6.99,credit_card,completed,False
T0015883,20250529,1095,110,1,1,442.79,0,442.79,442.79,6.99,apple_pay,completed,False
T0015884,20250120,478,114,2,1,65.45,15,55.63,55.63,3.99,credit_card,completed,False
T0015885,20250419,1965,61,1,2,50.09,0,100.18,100.18,0.0,paypal,completed,False
T0015886,20250302,1955,37,2,1,488.35,0,488.35,488.35,4.99,bank_transfer,completed,False
T0015887,20250313,381,57,1,1,155.69,0,155.69,155.69,3.99,klarna,completed,False
T0015888,20250224,1008,147,5,3,412.33,10,1113.29,1113.29,4.99,credit_card,completed,False
T0015889,20240921,464,55,5,2,357.21,0,714.42,714.42,6.99,credit_card,completed,False
T0015890,20250226,1738,85,1,3,45.13,15,115.08,115.08,3.99,credit_card,completed,False
T0015891,20250405,145,121,1,2,269.36,15,457.91,457.91,4.99,credit_card,completed,False
T0015892,20250228,1082,128,2,2,255.43,10,459.77,459.77,3.99,credit_card,completed,False
T0015893,20250509,1077,47,2,1,392.86,0,392.86,-392.86,6.99,paypal,returned,True
T0015894,20250618,1974,40,4,2,108.96,0,217.92,217.92,3.99,paypal,completed,False
T0015895,20250627,479,86,4,2,96.06,10,172.91,172.91,0.0,paypal,cancelled,False
T0015897,20250615,1567,9,1,3,193.38,10,522.13,522.13,4.99,bank_transfer,completed,False
T0015898,20240917,599,150,5,2,160.49,0,320.98,320.98,6.99,bank_transfer,completed,False
T0015899,20250224,488,140,1,1,343.34,10,309.01,309.01,4.99,credit_card,completed,False
T0015900,20250103,1107,52,1,1,150.44,0,150.44,150.44,4.99,paypal,completed,False
T0015901,20241016,1860,122,5,1,311.1,0,311.1,311.1,4.99,credit_card,completed,False
T0015902,20240717,1979,119,4,1,450.47,0,450.47,450.47,4.99,paypal,completed,False
T0015903,20240908,346,27,4,2,101.05,0,202.1,-202.1,6.99,credit_card,returned,True
T0015904,20240826,1760,126,3,3,179.46,20,430.7,430.7,3.99,paypal,completed,False
T0015905,20250309,1514,129,2,2,400.17,0,800.34,800.34,4.99,apple_pay,completed,False
T0015907,20241028,1450,107,1,2,50.97,10,91.75,91.75,3.99,credit_card,completed,False
T0015908,20240902,1326,116,2,2,484.41,0,968.82,968.82,6.99,paypal,completed,False
T0015910,20250315,1728,23,1,1,421.11,5,400.05,400.05,0.0,apple_pay,completed,False
T0015911,20250103,499,142,3,1,308.96,20,247.17,247.17,6.99,paypal,completed,False
T0015912,20250212,1742,66,1,3,488.17,0,1464.51,1464.51,6.99,paypal,completed,False
T0015913,20250214,1584,22,5,1,20.11,20,16.09,-16.09,6.99,apple_pay,returned,True
T0015914,20250325,1193,108,3,1,190.71,20,152.57,152.57,3.99,bank_transfer,completed,False
T0015915,20250528,1907,113,1,2,476.1,10,856.98,856.98,0.0,klarna,completed,False
T0015917,20240911,1596,31,2,1,277.94,5,264.04,264.04,6.99,paypal,completed,False
T0015918,20250327,1765,79,2,2,40.26,15,68.44,68.44,4.99,credit_card,completed,False
T0015919,20240928,1048,42,1,1,279.86,0,279.86,279.86,3.99,apple_pay,completed,False
T0015920,20250629,1125,140,4,1,343.34,5,326.17,326.17,3.99,klarna,completed,False
T0015921,20240806,369,57,5,1,155.69,10,140.12,140.12,3.99,credit_card,completed,False
T0015923,20250107,1531,73,2,1,340.12,5,323.11,323.11,4.99,bank_transfer,completed,False
T0015924,20241121,1237,78,3,2,23.15,15,39.35,39.35,0.0,credit_card,completed,False
T0015926,20250603,1790,47,1,2,392.86,5,746.43,746.43,0.0,credit_card,completed,False
T0015927,20250621,127,138,1,3,260.75,0,782.25,782.25,0.0,klarna,completed,False
T0015928,20240712,145,130,4,2,339.63,15,577.37,577.37,6.99,credit_card,completed,False
T0015929,20250619,1835,109,2,1,277.36,10,249.62,249.62,4.99,paypal,cancelled,False
T0015931,20241019,1609,135,2,2,90.61,15,154.04,154.04,6.99,credit_card,completed,False
T0015932,20241030,256,104,3,1,332.0,0,332.0,332.0,4.99,bank_transfer,completed,False
T0015933,20250119,797,67,3,3,243.21,15,620.19,-620.19,0.0,credit_card,returned,True
T0015934,20250603,585,52,1,1,150.44,10,135.4,135.4,4.99,paypal,completed,False
